sitename,uvi,publishagency,county,wgs84lon,wgs84lat,publishtime
嘉義,0.04,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-24 17:00"
塔塔加,0.2,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-24 16:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-24 16:00"
屏東,4,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-24 16:00"
橋頭,3,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-24 16:00"
新營,1,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-24 16:00"
朴子,0,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-24 16:00"
斗六,0,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-24 16:00"
南投,0,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-24 16:00"
彰化,0,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-24 16:00"
沙鹿,0,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-24 16:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-24 16:00"
桃園,0,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-24 16:00"
淡水,0,環境保護署,新北市,"121,26,57","25,9,52","2022-06-24 16:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-24 16:00"
花蓮,2.85,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-24 16:00"
馬祖,4.45,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-24 16:00"
高雄,5.21,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-24 16:00"
玉山,0.50,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-24 16:00"
臺南,4.26,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-24 16:00"
新竹,0.24,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-24 16:00"
鞍部,0.36,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-24 16:00"
恆春,3.73,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-24 16:00"
臺北,0.16,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-24 16:00"
成功,3.86,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-24 16:00"
基隆,1.30,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-24 16:00"
新屋,1.41,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-24 16:00"
蘭嶼,4.07,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-24 16:00"
臺東,5.14,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-24 16:00"
日月潭,0.59,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-24 16:00"
金門,4.56,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-24 16:00"
宜蘭,1.23,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-24 16:00"
澎湖,3.72,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-24 16:00"
臺中,0.21,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-24 16:00"
嘉義,0.14,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-24 16:00"
塔塔加,1.3,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-24 15:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-24 15:00"
屏東,7,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-24 15:00"
橋頭,7,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-24 15:00"
新營,2,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-24 15:00"
朴子,3,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-24 15:00"
斗六,1,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-24 15:00"
南投,2,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-24 15:00"
彰化,1,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-24 15:00"
沙鹿,2,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-24 15:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-24 15:00"
桃園,1,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-24 15:00"
淡水,2,環境保護署,新北市,"121,26,57","25,9,52","2022-06-24 15:00"
板橋,0,環境保護署,新北市,"121,27,31","25,0,47","2022-06-24 15:00"
花蓮,8.28,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-24 15:00"
馬祖,7.19,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-24 15:00"
高雄,9.15,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-24 15:00"
玉山,2.32,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-24 15:00"
臺南,8.14,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-24 15:00"
新竹,1.36,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-24 15:00"
鞍部,1.17,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-24 15:00"
恆春,8.40,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-24 15:00"
臺北,0.47,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-24 15:00"
成功,8.55,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-24 15:00"
基隆,2.76,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-24 15:00"
新屋,7.38,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-24 15:00"
蘭嶼,5.95,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-24 15:00"
臺東,8.35,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-24 15:00"
日月潭,3.75,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-24 15:00"
金門,7.30,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-24 15:00"
宜蘭,5.24,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-24 15:00"
澎湖,7.70,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-24 15:00"
臺中,1.53,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-24 15:00"
嘉義,1.61,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-24 15:00"
塔塔加,4.1,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-24 14:00"
阿里山,0,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-24 14:00"
屏東,9,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-24 14:00"
橋頭,9,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-24 14:00"
新營,4,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-24 14:00"
朴子,8,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-24 14:00"
斗六,8,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-24 14:00"
南投,10,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-24 14:00"
彰化,8,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-24 14:00"
沙鹿,9,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-24 14:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-24 14:00"
桃園,8,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-24 14:00"
淡水,7,環境保護署,新北市,"121,26,57","25,9,52","2022-06-24 14:00"
板橋,4,環境保護署,新北市,"121,27,31","25,0,47","2022-06-24 14:00"
花蓮,11.09,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-24 14:00"
馬祖,9.62,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-24 14:00"
高雄,11.78,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-24 14:00"
玉山,3.60,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-24 14:00"
臺南,10.56,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-24 14:00"
新竹,4.03,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-24 14:00"
鞍部,4.18,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-24 14:00"
恆春,6.77,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-24 14:00"
臺北,1.81,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-24 14:00"
成功,11.55,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-24 14:00"
基隆,8.80,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-24 14:00"
新屋,9.94,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-24 14:00"
蘭嶼,5.30,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-24 14:00"
臺東,12.34,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-24 14:00"
日月潭,5.26,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-24 14:00"
金門,10.18,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-24 14:00"
宜蘭,10.04,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-24 14:00"
澎湖,10.43,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-24 14:00"
臺中,8.07,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-24 14:00"
嘉義,8.50,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-24 14:00"
塔塔加,7.3,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-24 13:00"
阿里山,1,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-24 13:00"
屏東,9,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-24 13:00"
橋頭,6,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-24 13:00"
新營,7,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-24 13:00"
朴子,10,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-24 13:00"
斗六,9,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-24 13:00"
南投,10,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-24 13:00"
彰化,8,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-24 13:00"
沙鹿,10,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-24 13:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-24 13:00"
桃園,9,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-24 13:00"
淡水,6,環境保護署,新北市,"121,26,57","25,9,52","2022-06-24 13:00"
板橋,7,環境保護署,新北市,"121,27,31","25,0,47","2022-06-24 13:00"
花蓮,12.87,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-24 13:00"
馬祖,11.06,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-24 13:00"
高雄,11.14,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-24 13:00"
玉山,6.23,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-24 13:00"
臺南,12.17,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-24 13:00"
新竹,10.71,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-24 13:00"
鞍部,6.85,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-24 13:00"
恆春,3.65,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-24 13:00"
臺北,10.89,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-24 13:00"
成功,13.62,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-24 13:00"
基隆,10.96,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-24 13:00"
新屋,11.53,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-24 13:00"
蘭嶼,5.06,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-24 13:00"
臺東,13.10,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-24 13:00"
日月潭,9.49,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-24 13:00"
金門,11.21,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-24 13:00"
宜蘭,11.50,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-24 13:00"
澎湖,11.90,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-24 13:00"
臺中,10.09,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-24 13:00"
嘉義,10.16,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-24 13:00"
塔塔加,13.5,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-24 12:00"
阿里山,3,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-24 12:00"
屏東,11,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-24 12:00"
橋頭,6,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-24 12:00"
新營,5,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-24 12:00"
朴子,8,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-24 12:00"
斗六,8,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-24 12:00"
南投,12,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-24 12:00"
彰化,9,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-24 12:00"
沙鹿,8,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-24 12:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-24 12:00"
桃園,8,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-24 12:00"
淡水,9,環境保護署,新北市,"121,26,57","25,9,52","2022-06-24 12:00"
板橋,9,環境保護署,新北市,"121,27,31","25,0,47","2022-06-24 12:00"
花蓮,12.83,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-24 12:00"
馬祖,10.86,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-24 12:00"
高雄,9.64,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-24 12:00"
玉山,8.43,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-24 12:00"
臺南,9.55,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-24 12:00"
新竹,10.96,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-24 12:00"
鞍部,11.27,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-24 12:00"
恆春,12.32,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-24 12:00"
臺北,12.39,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-24 12:00"
成功,13.63,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-24 12:00"
基隆,11.92,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-24 12:00"
新屋,11.51,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-24 12:00"
蘭嶼,12.51,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-24 12:00"
臺東,14.20,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-24 12:00"
日月潭,9.50,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-24 12:00"
金門,11.01,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-24 12:00"
宜蘭,11.86,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-24 12:00"
澎湖,11.75,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-24 12:00"
臺中,9.15,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-24 12:00"
嘉義,9.22,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-24 12:00"
塔塔加,12.4,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-24 11:00"
阿里山,6,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-24 11:00"
屏東,9,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-24 11:00"
橋頭,8,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-24 11:00"
新營,8,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-24 11:00"
朴子,5,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-24 11:00"
斗六,8,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-24 11:00"
南投,9,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-24 11:00"
彰化,7,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-24 11:00"
沙鹿,8,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-24 11:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-24 11:00"
桃園,8,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-24 11:00"
淡水,6,環境保護署,新北市,"121,26,57","25,9,52","2022-06-24 11:00"
板橋,9,環境保護署,新北市,"121,27,31","25,0,47","2022-06-24 11:00"
花蓮,11.07,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-24 11:00"
馬祖,9.61,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-24 11:00"
高雄,11.60,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-24 11:00"
玉山,6.58,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-24 11:00"
臺南,7.48,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-24 11:00"
新竹,8.39,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-24 11:00"
鞍部,11.02,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-24 11:00"
恆春,8.31,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-24 11:00"
臺北,11.44,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-24 11:00"
成功,11.97,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-24 11:00"
基隆,10.60,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-24 11:00"
新屋,10.28,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-24 11:00"
蘭嶼,8.41,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-24 11:00"
臺東,12.02,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-24 11:00"
日月潭,8.54,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-24 11:00"
金門,9.39,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-24 11:00"
宜蘭,10.38,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-24 11:00"
澎湖,10.05,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-24 11:00"
臺中,9.03,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-24 11:00"
嘉義,7.65,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-24 11:00"
塔塔加,7.2,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-24 10:00"
阿里山,5,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-24 10:00"
屏東,5,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-24 10:00"
橋頭,5,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-24 10:00"
新營,5,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-24 10:00"
朴子,5,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-24 10:00"
斗六,6,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-24 10:00"
南投,8,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-24 10:00"
彰化,6,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-24 10:00"
沙鹿,6,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-24 10:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-24 10:00"
桃園,7,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-24 10:00"
淡水,4,環境保護署,新北市,"121,26,57","25,9,52","2022-06-24 10:00"
板橋,7,環境保護署,新北市,"121,27,31","25,0,47","2022-06-24 10:00"
花蓮,8.31,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-24 10:00"
馬祖,7.13,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-24 10:00"
高雄,6.67,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-24 10:00"
玉山,6.25,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-24 10:00"
臺南,6.45,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-24 10:00"
新竹,6.25,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-24 10:00"
鞍部,8.37,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-24 10:00"
恆春,6.36,中央氣象局,屏東縣,"120,44,47","22,00,14","2022-06-24 10:00"
臺北,8.69,中央氣象局,臺北市,"121,30,53","25,02,16","2022-06-24 10:00"
成功,8.86,中央氣象局,臺東縣,"121,22,24","23,05,51","2022-06-24 10:00"
基隆,8.22,中央氣象局,基隆市,"121,44,26","25,07,60","2022-06-24 10:00"
新屋,8.06,中央氣象局,桃園市,"121,02,51","25,00,24","2022-06-24 10:00"
蘭嶼,7.83,中央氣象局,臺東縣,"121,33,30","22,02,13","2022-06-24 10:00"
臺東,9.40,中央氣象局,臺東縣,"121,09,17","22,45,08","2022-06-24 10:00"
日月潭,6.00,中央氣象局,南投縣,"120,54,29","23,52,53","2022-06-24 10:00"
金門,6.53,中央氣象局,金門縣,"118,17,21","24,24,26","2022-06-24 10:00"
宜蘭,7.52,中央氣象局,宜蘭縣,"121,45,24","24,45,50","2022-06-24 10:00"
澎湖,7.25,中央氣象局,澎湖縣,"119,33,47","23,33,56","2022-06-24 10:00"
臺中,8.35,中央氣象局,臺中市,"120,41,03","24,08,45","2022-06-24 10:00"
嘉義,6.50,中央氣象局,嘉義市,"120,25,58","23,29,45","2022-06-24 10:00"
塔塔加,4.7,環境保護署,嘉義縣,"120,52,50","23,28,14","2022-06-24 09:00"
阿里山,4,環境保護署,嘉義縣,"120,48,5","23,30,31","2022-06-24 09:00"
屏東,3,環境保護署,屏東縣,"120,29,17","22,40,23","2022-06-24 09:00"
橋頭,3,環境保護署,高雄市,"120,18,20","22,45,27","2022-06-24 09:00"
新營,3,環境保護署,臺南市,"120,19,2","23,18,20","2022-06-24 09:00"
朴子,3,環境保護署,嘉義縣,"120,14,52","23,28,2","2022-06-24 09:00"
斗六,4,環境保護署,雲林縣,"120,32,42","23,42,43","2022-06-24 09:00"
南投,4,環境保護署,南投縣,"120,41,7","23,54,47","2022-06-24 09:00"
彰化,4,環境保護署,彰化縣,"120,32,29","24,3,58","2022-06-24 09:00"
沙鹿,4,環境保護署,臺中市,"120,34,8","24,13,32","2022-06-24 09:00"
苗栗,,環境保護署,苗栗縣,"120,49,13","24,33,55","2022-06-24 09:00"
桃園,4,環境保護署,桃園市,"121,18,31","24,59,12","2022-06-24 09:00"
淡水,3,環境保護署,新北市,"121,26,57","25,9,52","2022-06-24 09:00"
板橋,4,環境保護署,新北市,"121,27,31","25,0,47","2022-06-24 09:00"
花蓮,5.15,中央氣象局,花蓮縣,"121,36,48","23,58,30","2022-06-24 09:00"
馬祖,4.21,中央氣象局,連江縣,"119,55,24","26,10,09","2022-06-24 09:00"
高雄,4.83,中央氣象局,高雄市,"120,18,45","22,43,50","2022-06-24 09:00"
玉山,3.92,中央氣象局,南投縣,"120,57,34","23,29,15","2022-06-24 09:00"
臺南,4.10,中央氣象局,臺南市,"120,12,17","22,59,36","2022-06-24 09:00"
新竹,4.37,中央氣象局,新竹縣,"121,00,51","24,49,40","2022-06-24 09:00"
鞍部,5.51,中央氣象局,臺北市,"121,31,47","25,10,57","2022-06-24 09:00"
