siteid,sitename,siteengname,county,township,basin,river,twd97lon,twd97lat,twd97tm2x,twd97tm2y,sampledate,itemname,itemengname,itemengabbreviation,itemvalue,itemunit,note
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,106.3,%,
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",氨氮,NH3-N,NH3_N,0.17,mg/L,
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",化學需氧量,"Chemical Oxygen Demand",COD,7.4,mg/L,
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",生化需氧量,"Biochemical Oxygen Demand",BOD5,2.6,mg/L,
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",溶氧(電極法),"Dissolved Oxygen",DO,9.5,mg/L,
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",懸浮固體,"Suspended Solid",SS,7.6,mg/L,
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",氣溫,Temperature,TMP,23.4,℃,
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",導電度,Conductivity,EC,138,μmho/cm25℃,
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",酸鹼值,pH,pH,7.99," ",
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",水溫,"Water Temperature",WT,20.5,℃,
1022,昇高大橋(取代深坑中正橋),"Shenkeng Jhongjheng Bridge",新北市,,淡水河流域,景美溪,121.6128519,25.0006030,311861.73,2765984.18,"2022-05-04 10:46:50",河川污染分類指標,"River Pollution Index",RPI,1,,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",大腸桿菌群,"Coliform Group",Coli_G,84000,CFU/100mL,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,32.6,%,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",氯鹽,Chloride,Cl,17.2,mg/L,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",氨氮,NH3-N,NH3_N,2.06,mg/L,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",化學需氧量,"Chemical Oxygen Demand",COD,12.9,mg/L,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",生化需氧量,"Biochemical Oxygen Demand",BOD5,3.9,mg/L,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",溶氧(電極法),"Dissolved Oxygen",DO,3.0,mg/L,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",懸浮固體,"Suspended Solid",SS,52.5,mg/L,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",氣溫,Temperature,TMP,22.3,℃,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",導電度,Conductivity,EC,255,μmho/cm25℃,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",酸鹼值,pH,pH,7.31," ",
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",水溫,"Water Temperature",WT,20.2,℃,
1021,華江大橋,"Huajhian Bridge",新北市,,淡水河流域,新店溪,121.4835090,25.0348980,298791.98,2769730.06,"2022-05-04 08:05:40",河川污染分類指標,"River Pollution Index",RPI,3,,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",大腸桿菌群,"Coliform Group",Coli_G,57000,CFU/100mL,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,58.0,%,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",氯鹽,Chloride,Cl,10.5,mg/L,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",氨氮,NH3-N,NH3_N,1.30,mg/L,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",化學需氧量,"Chemical Oxygen Demand",COD,11.8,mg/L,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",生化需氧量,"Biochemical Oxygen Demand",BOD5,3.2,mg/L,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",溶氧(電極法),"Dissolved Oxygen",DO,5.3,mg/L,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",懸浮固體,"Suspended Solid",SS,33.4,mg/L,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",氣溫,Temperature,TMP,22.5,℃,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",導電度,Conductivity,EC,190,μmho/cm25℃,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",酸鹼值,pH,pH,7.33," ",
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",水溫,"Water Temperature",WT,20.1,℃,
1020,華中大橋,"Huajhong Bridge",新北市,,淡水河流域,新店溪,121.4962700,25.0102131,300089.76,2767000.50,"2022-05-04 08:30:09",河川污染分類指標,"River Pollution Index",RPI,3,,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",大腸桿菌群,"Coliform Group",Coli_G,68000,CFU/100mL,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,58.3,%,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",氯鹽,Chloride,Cl,9.4,mg/L,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",氨氮,NH3-N,NH3_N,0.70,mg/L,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",化學需氧量,"Chemical Oxygen Demand",COD,11.0,mg/L,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",生化需氧量,"Biochemical Oxygen Demand",BOD5,2.1,mg/L,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",溶氧(電極法),"Dissolved Oxygen",DO,5.3,mg/L,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",懸浮固體,"Suspended Solid",SS,21.3,mg/L,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",氣溫,Temperature,TMP,23.0,℃,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",導電度,Conductivity,EC,183,μmho/cm25℃,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",酸鹼值,pH,pH,7.42," ",
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",水溫,"Water Temperature",WT,20.1,℃,
1019,中正橋,"Jhongjheng Bridge",新北市,,淡水河流域,新店溪,121.5142331,25.0213069,301898.18,2768236.06,"2022-05-04 08:56:00",河川污染分類指標,"River Pollution Index",RPI,2,,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",大腸桿菌群,"Coliform Group",Coli_G,4300,CFU/100mL,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,101.4,%,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",氨氮,NH3-N,NH3_N,0.16,mg/L,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",化學需氧量,"Chemical Oxygen Demand",COD,&lt;4.0,mg/L,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",生化需氧量,"Biochemical Oxygen Demand",BOD5,&lt;1.0,mg/L,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",溶氧(電極法),"Dissolved Oxygen",DO,9.0,mg/L,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",懸浮固體,"Suspended Solid",SS,4.0,mg/L,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",氣溫,Temperature,TMP,25.8,℃,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",導電度,Conductivity,EC,101,μmho/cm25℃,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",酸鹼值,pH,pH,7.42," ",
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",水溫,"Water Temperature",WT,21.0,℃,
1018,碧潭吊橋(取代碧潭大橋),"Beetan Bridge",新北市,,淡水河流域,新店溪,121.5358150,24.9609239,304102.77,2761556.19,"2022-05-04 12:28:32",河川污染分類指標,"River Pollution Index",RPI,1,,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",大腸桿菌群,"Coliform Group",Coli_G,310000,CFU/100mL,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,10.9,%,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",氯鹽,Chloride,Cl,39.4,mg/L,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",氨氮,NH3-N,NH3_N,3.68,mg/L,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",化學需氧量,"Chemical Oxygen Demand",COD,94.1,mg/L,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",生化需氧量,"Biochemical Oxygen Demand",BOD5,46.5,mg/L,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",溶氧(電極法),"Dissolved Oxygen",DO,1.0,mg/L,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",懸浮固體,"Suspended Solid",SS,15.5,mg/L,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",氣溫,Temperature,TMP,19.1,℃,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",導電度,Conductivity,EC,498,μmho/cm25℃,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",酸鹼值,pH,pH,7.36," ",
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",水溫,"Water Temperature",WT,20.1,℃,
1017,新海大橋,"Cinhi Bridge",新北市,,淡水河流域,大漢溪,121.4546200,25.0328661,295877.44,2769494.90,"2022-05-03 07:36:35",河川污染分類指標,"River Pollution Index",RPI,4,,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",大腸桿菌群,"Coliform Group",Coli_G,280000,CFU/100mL,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,60.0,%,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",氯鹽,Chloride,Cl,21.8,mg/L,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",氨氮,NH3-N,NH3_N,1.94,mg/L,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",化學需氧量,"Chemical Oxygen Demand",COD,14.2,mg/L,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",生化需氧量,"Biochemical Oxygen Demand",BOD5,5.2,mg/L,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",溶氧(電極法),"Dissolved Oxygen",DO,5.6,mg/L,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",懸浮固體,"Suspended Solid",SS,15.9,mg/L,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",氣溫,Temperature,TMP,18.9,℃,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",導電度,Conductivity,EC,358,μmho/cm25℃,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",酸鹼值,pH,pH,7.56," ",
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",水溫,"Water Temperature",WT,19.0,℃,
1016,浮洲橋,"Fuchou Bridge",新北市,,淡水河流域,大漢溪,121.4362461,24.9950731,294036.71,2765302.69,"2022-05-03 08:27:31",河川污染分類指標,"River Pollution Index",RPI,3,,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",大腸桿菌群,"Coliform Group",Coli_G,5700,CFU/100mL,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",溶氧飽和度,"Dissolved Oxygen Saturation",DOS,115.7,%,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",氨氮,NH3-N,NH3_N,0.10,mg/L,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",化學需氧量,"Chemical Oxygen Demand",COD,5.4,mg/L,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",生化需氧量,"Biochemical Oxygen Demand",BOD5,1.7,mg/L,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",溶氧(電極法),"Dissolved Oxygen",DO,10.2,mg/L,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",懸浮固體,"Suspended Solid",SS,22.1,mg/L,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",氣溫,Temperature,TMP,19.4,℃,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",導電度,Conductivity,EC,256,μmho/cm25℃,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",酸鹼值,pH,pH,8.24," ",
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",水溫,"Water Temperature",WT,21.3,℃,
1015,三鶯大橋,"Sanying Bridge",新北市,,淡水河流域,大漢溪,121.3532231,24.9447611,285670.41,2759705.60,"2022-05-03 13:18:00",河川污染分類指標,"River Pollution Index",RPI,1,,
1014,板新取水口,"Bansin Intake",新北市,,淡水河流域,大漢溪,121.3414250,24.9307050,284482.87,2758145.67,"2022-05-03 11:46:46",大腸桿菌群,"Coliform Group",Coli_G,2500,CFU/100mL,
